0,1,2,3,4,5,6,7,8,9,10
tropical fruit,chewing gum,,,,,,,,,
whole milk,spread cheese,popcorn,,,,,,,,
root vegetables,soda,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
berries,white bread,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
pip fruit,coffee,whole milk,pastry,seasonal products,,,,,,
tropical fruit,butter,,,,,,,,,
other vegetables,detergent,mayonnaise,dishes,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
sausage,margarine,,,,,,,,,
hard cheese,curd,,,,,,,,,
newspapers,dishes,,,,,,,,,
canned beer,hamburger meat,,,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,,
shopping bags,citrus fruit,whole milk,sliced cheese,,,,,,,
popcorn,butter,,,,,,,,,
berries,grapes,onions,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
rolls/buns,red/blush wine,chocolate,,,,,,,,
pork,red/blush wine,,,,,,,,,
canned beer,flour,,,,,,,,,
pasta,shopping bags,,,,,,,,,
whole milk,chewing gum,,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
root vegetables,domestic eggs,cake bar,napkins,,,,,,,
white bread,specialty chocolate,,,,,,,,,
pork,pasta,fruit/vegetable juice,,,,,,,,
berries,pet care,,,,,,,,,
whole milk,shopping bags,yogurt,canned beer,,,,,,,
meat,liver loaf,,,,,,,,,
bottled water,bottled beer,brown bread,,,,,,,,
citrus fruit,onions,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
chicken,sausage,tropical fruit,brown bread,domestic eggs,cake bar,fruit/vegetable juice,canned beer,,,
mayonnaise,shopping bags,,,,,,,,,
specialty chocolate,brandy,,,,,,,,,
pip fruit,other vegetables,whole milk,whipped/sour cream,,,,,,,
sausage,rolls/buns,pot plants,snack products,,,,,,,
whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
specialty bar,candy,,,,,,,,,
shopping bags,whipped/sour cream,,,,,,,,,
sausage,sausage,tropical fruit,pip fruit,,,,,,,
beverages,dessert,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
sugar,canned vegetables,flour,bottled water,salty snack,,,,,,
meat,fish,meat spreads,abrasive cleaner,margarine,,,,,,
grapes,bottled beer,,,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
domestic eggs,bottled water,kitchen towels,,,,,,,,
coffee,bottled water,roll products ,,,,,,,,
sausage,mustard,,,,,,,,,
other vegetables,citrus fruit,root vegetables,whipped/sour cream,,,,,,,
other vegetables,yogurt,whipped/sour cream,napkins,,,,,,,
pip fruit,pastry,,,,,,,,,
oil,shopping bags,,,,,,,,,
brown bread,pastry,,,,,,,,,
root vegetables,white bread,,,,,,,,,
whole milk,spread cheese,,,,,,,,,
tropical fruit,soda,,,,,,,,,
frankfurter,bottled water,onions,,,,,,,,
citrus fruit,cleaner,,,,,,,,,
onions,whipped/sour cream,dishes,,,,,,,,
beverages,bottled water,,,,,,,,,
butter,softener,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
pastry,whole milk,sausage,soda,soda,sliced cheese,domestic eggs,,,,
pastry,whole milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
UHT-milk,pastry,,,,,,,,,
misc. beverages,shopping bags,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
onions,pip fruit,whipped/sour cream,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
chewing gum,butter,,,,,,,,,
soda,pip fruit,pastry,jam,,,,,,,
ham,waffles,,,,,,,,,
white bread,pastry,whole milk,newspapers,,,,,,,
dessert,dishes,,,,,,,,,
margarine,whole milk,,,,,,,,,
beef,pork,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
soda,roll products ,,,,,,,,,
root vegetables,baking powder,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
soda,fruit/vegetable juice,bottled beer,,,,,,,,
frankfurter,yogurt,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
ham,white bread,,,,,,,,,
chicken,rolls/buns,pip fruit,pastry,frozen meals,,,,,,
meat,pork,other vegetables,other vegetables,root vegetables,other vegetables,pip fruit,margarine,,,
chicken,UHT-milk,,,,,,,,,
soda,grapes,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
candles,soda,,,,,,,,,
sausage,bottled beer,hygiene articles,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
bottled water,white bread,,,,,,,,,
salty snack,white bread,,,,,,,,,
beef,sweet spreads,,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
citrus fruit,whole milk,bottled water,roll products ,,,,,,,
whole milk,cat food,,,,,,,,,
candy,sausage,other vegetables,frozen vegetables,,,,,,,
bottled water,berries,,,,,,,,,
canned beer,turkey,pastry,bottled water,butter,,,,,,
turkey,grapes,soda,,,,,,,,
oil,misc. beverages,,,,,,,,,
coffee,chicken,,,,,,,,,
tropical fruit,onions,,,,,,,,,
frankfurter,sausage,,,,,,,,,
curd,dessert,cling film/bags,,,,,,,,
frozen dessert,tropical fruit,,,,,,,,,
butter milk,flour,,,,,,,,,
bottled water,frozen meals,,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
soda,canned beer,soft cheese,waffles,,,,,,,
frankfurter,coffee,,,,,,,,,
berries,semi-finished bread,,,,,,,,,
semi-finished bread,rolls/buns,fruit/vegetable juice,tropical fruit,,,,,,,
whole milk,bottled water,soda,,,,,,,,
sausage,spread cheese,specialty bar,soda,,,,,,,
chocolate marshmallow,soda,,,,,,,,,
other vegetables,meat spreads,,,,,,,,,
rolls/buns,specialty chocolate,napkins,onions,rice,rolls/buns,butter milk,dental care,,,
citrus fruit,canned beer,,,,,,,,,
organic sausage,pip fruit,newspapers,whipped/sour cream,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
beef,frozen meals,,,,,,,,,
butter,popcorn,,,,,,,,,
onions,cream cheese ,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
frozen meals,ham,specialty chocolate,roll products ,,,,,,,
sugar,brown bread,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
whole milk,newspapers,,,,,,,,,
sausage,sausage,pip fruit,sliced cheese,root vegetables,butter milk,,,,,
sausage,root vegetables,kitchen towels,,,,,,,,
whole milk,chocolate,,,,,,,,,
chicken,pip fruit,curd,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
beef,citrus fruit,whole milk,yogurt,,,,,,,
other vegetables,soap,,,,,,,,,
UHT-milk,frozen fish,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
ham,bottled water,,,,,,,,,
root vegetables,onions,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
canned beer,specialty chocolate,,,,,,,,,
margarine,soda,UHT-milk,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
waffles,chicken,hard cheese,dishes,,,,,,,
chicken,shopping bags,,,,,,,,,
frankfurter,brown bread,whole milk,root vegetables,,,,,,,
organic sausage,whipped/sour cream,,,,,,,,,
pork,pet care,margarine,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
citrus fruit,ham,onions,yogurt,pasta,newspapers,,,,,
bottled water,berries,,,,,,,,,
sausage,root vegetables,,,,,,,,,
chocolate,frozen fish,,,,,,,,,
pastry,semi-finished bread,,,,,,,,,
root vegetables,sausage,whole milk,chewing gum,brown bread,,,,,,
grapes,chocolate marshmallow,dishes,,,,,,,,
soft cheese,rice,,,,,,,,,
sausage,yogurt,whole milk,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
white bread,yogurt,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
napkins,newspapers,,,,,,,,,
root vegetables,frozen meals,,,,,,,,,
tropical fruit,cream cheese ,cream cheese ,,,,,,,,
frankfurter,butter milk,,,,,,,,,
hamburger meat,sausage,grapes,soda,,,,,,,
meat,shopping bags,,,,,,,,,
whole milk,liver loaf,yogurt,fruit/vegetable juice,,,,,,,
tropical fruit,yogurt,candy,,,,,,,,
root vegetables,salty snack,,,,,,,,,
sausage,whole milk,,,,,,,,,
detergent,newspapers,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
root vegetables,dessert,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
root vegetables,frozen meals,,,,,,,,,
yogurt,bathroom cleaner,,,,,,,,,
butter,oil,,,,,,,,,
whole milk,yogurt,,,,,,,,,
sausage,canned beer,,,,,,,,,
shopping bags,chocolate,,,,,,,,,
liver loaf,hamburger meat,sausage,whole milk,whipped/sour cream,other vegetables,white bread,whole milk,rolls/buns,,
meat,canned beer,yogurt,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
sausage,beef,,,,,,,,,
canned beer,whole milk,rolls/buns,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
berries,packaged fruit/vegetables,tidbits,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
coffee,packaged fruit/vegetables,bottled water,pastry,,,,,,,
other vegetables,berries,organic products,,,,,,,,
frankfurter,grapes,,,,,,,,,
chocolate marshmallow,whole milk,sugar,,,,,,,,
chewing gum,domestic eggs,packaged fruit/vegetables,,,,,,,,
rice,bottled beer,,,,,,,,,
berries,other vegetables,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
beef,ice cream,,,,,,,,,
butter,tropical fruit,whole milk,napkins,,,,,,,
popcorn,flour,,,,,,,,,
bottled beer,pork,,,,,,,,,
semi-finished bread,yogurt,,,,,,,,,
butter milk,yogurt,,,,,,,,,
tropical fruit,shopping bags,hard cheese,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
sausage,pastry,shopping bags,,,,,,,,
other vegetables,candy,napkins,,,,,,,,
chicken,shopping bags,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
citrus fruit,hamburger meat,tea,root vegetables,sugar,shopping bags,,,,,
frozen vegetables,cookware,,,,,,,,,
pork,whole milk,,,,,,,,,
whole milk,frozen potato products,fruit/vegetable juice,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
other vegetables,margarine,,,,,,,,,
shopping bags,newspapers,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
other vegetables,margarine,shopping bags,processed cheese,,,,,,,
white wine,specialty cheese,,,,,,,,,
pork,margarine,,,,,,,,,
beverages,sausage,whole milk,citrus fruit,whole milk,,,,,,
rolls/buns,canned vegetables,,,,,,,,,
chicken,nut snack,,,,,,,,,
sausage,brandy,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
mayonnaise,salt,bottled water,,,,,,,,
whole milk,bottled water,waffles,,,,,,,,
butter,frozen vegetables,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
beef,male cosmetics,,,,,,,,,
candy,newspapers,female sanitary products,,,,,,,,
rolls/buns,sugar,butter,,,,,,,,
sausage,pork,pip fruit,soda,beef,fruit/vegetable juice,root vegetables,berries,misc. beverages,,
margarine,margarine,,,,,,,,,
beverages,yogurt,,,,,,,,,
whole milk,butter,,,,,,,,,
pork,nuts/prunes,rolls/buns,,,,,,,,
sauces,ice cream,,,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
root vegetables,berries,,,,,,,,,
yogurt,salt,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
yogurt,tea,,,,,,,,,
pork,beef,canned beer,newspapers,fruit/vegetable juice,,,,,,
sausage,nuts/prunes,,,,,,,,,
rolls/buns,candy,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
soda,whole milk,oil,,,,,,,,
yogurt,ketchup,butter,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
shopping bags,soda,,,,,,,,,
soda,yogurt,,,,,,,,,
salt,cake bar,,,,,,,,,
whole milk,bottled water,,,,,,,,,
pork,yogurt,,,,,,,,,
root vegetables,baking powder,,,,,,,,,
hamburger meat,other vegetables,domestic eggs,,,,,,,,
whole milk,margarine,rolls/buns,,,,,,,,
herbs,soda,frozen vegetables,,,,,,,,
bottled water,chocolate,,,,,,,,,
pork,hamburger meat,whole milk,whole milk,fruit/vegetable juice,,,,,,
pot plants,newspapers,brown bread,,,,,,,,
yogurt,coffee,,,,,,,,,
long life bakery product,UHT-milk,whole milk,,,,,,,,
candy,soda,,,,,,,,,
soda,root vegetables,,,,,,,,,
ice cream,whole milk,,,,,,,,,
tropical fruit,pip fruit,whole milk,other vegetables,,,,,,,
other vegetables,pip fruit,,,,,,,,,
cream cheese ,soda,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
pot plants,shopping bags,coffee,,,,,,,,
root vegetables,whole milk,soda,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
soft cheese,yogurt,pastry,instant coffee,,,,,,,
beef,pastry,candy,,,,,,,,
meat,pasta,baking powder,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
pork,domestic eggs,UHT-milk,rolls/buns,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
liver loaf,chicken,whole milk,canned beer,fruit/vegetable juice,frozen dessert,light bulbs,condensed milk,,,
soda,grapes,,,,,,,,,
other vegetables,whole milk,softener,,,,,,,,
cake bar,whole milk,,,,,,,,,
grapes,soda,,,,,,,,,
fruit/vegetable juice,bottled water,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
yogurt,margarine,yogurt,soft cheese,,,,,,,
salty snack,tropical fruit,,,,,,,,,
turkey,pip fruit,,,,,,,,,
other vegetables,beverages,,,,,,,,,
yogurt,pip fruit,misc. beverages,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
other vegetables,baking powder,salty snack,,,,,,,,
whole milk,bottled water,,,,,,,,,
packaged fruit/vegetables,shopping bags,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
brown bread,yogurt,,,,,,,,,
soda,whole milk,,,,,,,,,
ham,soda,pickled vegetables,,,,,,,,
newspapers,roll products ,,,,,,,,,
sausage,sausage,,,,,,,,,
chicken,pickled vegetables,,,,,,,,,
bottled water,hamburger meat,pastry,,,,,,,,
beef,newspapers,,,,,,,,,
beef,finished products,,,,,,,,,
canned beer,soda,,,,,,,,,
detergent,ham,whole milk,pip fruit,,,,,,,
whole milk,whole milk,,,,,,,,,
margarine,processed cheese,candles,shopping bags,,,,,,,
roll products ,shopping bags,,,,,,,,,
flower (seeds),domestic eggs,,,,,,,,,
liqueur,whole milk,onions,soda,,,,,,,
fruit/vegetable juice,baking powder,oil,,,,,,,,
cleaner,curd,,,,,,,,,
turkey,whole milk,,,,,,,,,
onions,soda,,,,,,,,,
sausage,chocolate,semi-finished bread,whole milk,rum,bottled beer,,,,,
soda,pastry,bottled water,,,,,,,,
whole milk,margarine,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
other vegetables,margarine,bottled water,,,,,,,,
brown bread,pot plants,,,,,,,,,
soft cheese,sugar,,,,,,,,,
canned beer,margarine,white bread,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
oil,yogurt,,,,,,,,,
other vegetables,butter,,,,,,,,,
pork,shopping bags,hygiene articles,,,,,,,,
whipped/sour cream,beef,,,,,,,,,
jam,root vegetables,,,,,,,,,
domestic eggs,butter milk,long life bakery product,,,,,,,,
sausage,dog food,bottled beer,bottled water,,,,,,,
hard cheese,sugar,bottled water,,,,,,,,
cream cheese ,mustard,,,,,,,,,
tropical fruit,spread cheese,onions,mayonnaise,,,,,,,
bottled beer,canned fish,fruit/vegetable juice,,,,,,,,
meat,rolls/buns,,,,,,,,,
tropical fruit,salt,,,,,,,,,
frankfurter,frankfurter,pip fruit,yogurt,,,,,,,
newspapers,canned beer,,,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
chocolate,beverages,,,,,,,,,
ham,beef,bottled water,citrus fruit,dishes,,,,,,
root vegetables,curd,,,,,,,,,
other vegetables,pastry,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
canned beer,ham,,,,,,,,,
UHT-milk,berries,,,,,,,,,
pastry,baking powder,,,,,,,,,
liquor,soda,,,,,,,,,
rolls/buns,mayonnaise,,,,,,,,,
other vegetables,pickled vegetables,hard cheese,,,,,,,,
root vegetables,whole milk,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
pork,male cosmetics,pastry,chewing gum,brandy,,,,,,
hamburger meat,margarine,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
beef,liquor (appetizer),frozen vegetables,,,,,,,,
curd,shopping bags,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
frozen fruits,dishes,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
frozen meals,rolls/buns,chocolate,shopping bags,,,,,,,
rolls/buns,soda,citrus fruit,spread cheese,,,,,,,
rolls/buns,curd,cat food,,,,,,,,
coffee,soda,,,,,,,,,
other vegetables,yogurt,other vegetables,flour,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
butter,semi-finished bread,,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
tropical fruit,curd,whole milk,other vegetables,,,,,,,
ice cream,root vegetables,hygiene articles,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
sausage,soda,,,,,,,,,
soda,whole milk,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
tropical fruit,tropical fruit,whole milk,,,,,,,,
frozen vegetables,butter,,,,,,,,,
long life bakery product,waffles,canned vegetables,soft cheese,,,,,,,
frozen meals,other vegetables,,,,,,,,,
female sanitary products,frozen fish,,,,,,,,,
whole milk,soda,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
pastry,curd,butter,curd,whipped/sour cream,,,,,,
specialty bar,bottled beer,,,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
rolls/buns,semi-finished bread,,,,,,,,,
whole milk,flower (seeds),,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
yogurt,butter milk,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
UHT-milk,other vegetables,other vegetables,bottled water,,,,,,,
herbs,whole milk,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
root vegetables,instant coffee,,,,,,,,,
pip fruit,shopping bags,white wine,pet care,,,,,,,
meat,tropical fruit,,,,,,,,,
sausage,berries,,,,,,,,,
sausage,bottled water,,,,,,,,,
chocolate,tropical fruit,,,,,,,,,
male cosmetics,roll products ,pastry,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
bottled beer,processed cheese,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
citrus fruit,light bulbs,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frozen meals,white bread,cereals,ready soups,,,,,,,
pastry,hygiene articles,,,,,,,,,
domestic eggs,hamburger meat,shopping bags,,,,,,,,
hamburger meat,pip fruit,dish cleaner,,,,,,,,
domestic eggs,frozen fish,,,,,,,,,
UHT-milk,specialty cheese,,,,,,,,,
citrus fruit,brown bread,snack products,napkins,,,,,,,
napkins,mayonnaise,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
soda,bottled water,,,,,,,,,
salty snack,shopping bags,,,,,,,,,
fish,tropical fruit,red/blush wine,cream cheese ,,,,,,,
rolls/buns,mayonnaise,flour,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pork,bottled water,,,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
tropical fruit,domestic eggs,chocolate,,,,,,,,
meat,whole milk,,,,,,,,,
tropical fruit,tropical fruit,tropical fruit,long life bakery product,soda,,,,,,
soda,citrus fruit,,,,,,,,,
root vegetables,curd,,,,,,,,,
brown bread,chocolate,,,,,,,,,
whipped/sour cream,bottled water,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
chicken,waffles,,,,,,,,,
rolls/buns,sausage,tropical fruit,soda,yogurt,onions,flour,specialty chocolate,whipped/sour cream,,
dessert,spread cheese,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
soft cheese,whipped/sour cream,,,,,,,,,
brown bread,frozen meals,herbs,whole milk,hard cheese,,,,,,
pastry,other vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
long life bakery product,citrus fruit,rolls/buns,,,,,,,,
pork,bottled beer,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
napkins,whole milk,,,,,,,,,
margarine,cereals,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
red/blush wine,shopping bags,,,,,,,,,
beverages,cream cheese ,,,,,,,,,
chicken,pip fruit,,,,,,,,,
bottled water,whole milk,citrus fruit,citrus fruit,pickled vegetables,salad dressing,,,,,
butter milk,root vegetables,,,,,,,,,
frankfurter,frozen dessert,,,,,,,,,
root vegetables,bottled beer,newspapers,margarine,domestic eggs,shopping bags,,,,,
red/blush wine,frozen meals,canned fruit,,,,,,,,
coffee,soda,,,,,,,,,
whole milk,white bread,,,,,,,,,
rolls/buns,frozen meals,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
berries,newspapers,frozen fish,,,,,,,,
bottled water,mustard,,,,,,,,,
beef,tropical fruit,,,,,,,,,
roll products ,dishes,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,chocolate,,,,,,,,,
cleaner,shopping bags,,,,,,,,,
pork,napkins,,,,,,,,,
pork,brown bread,,,,,,,,,
brown bread,whole milk,,,,,,,,,
bottled water,soda,,,,,,,,,
sauces,rolls/buns,,,,,,,,,
pip fruit,canned vegetables,cling film/bags,,,,,,,,
yogurt,misc. beverages,brown bread,napkins,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
curd,salty snack,,,,,,,,,
frankfurter,soda,napkins,,,,,,,,
tropical fruit,bottled water,dishes,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,frankfurter,newspapers,whole milk,pastry,,,,,,
ham,berries,,,,,,,,,
processed cheese,specialty bar,,,,,,,,,
soda,candy,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
pork,brown bread,,,,,,,,,
whole milk,grapes,,,,,,,,,
onions,whole milk,,,,,,,,,
domestic eggs,chocolate,,,,,,,,,
pip fruit,grapes,pastry,,,,,,,,
citrus fruit,brown bread,candy,domestic eggs,,,,,,,
white bread,processed cheese,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
soda,domestic eggs,,,,,,,,,
citrus fruit,soda,shopping bags,,,,,,,,
specialty cheese,brown bread,margarine,,,,,,,,
finished products,popcorn,,,,,,,,,
citrus fruit,soda,butter,hard cheese,,,,,,,
pastry,whole milk,citrus fruit,newspapers,,,,,,,
margarine,house keeping products,whole milk,canned beer,,,,,,,
